Incident_ID,Incident_Text,Disaster_Type,Severity,Rainfall_mm,Humidity_percent,WindSpeed_kmph,Temperature_C,AQI,RiskScore
INC-00549,"Workers reported a sudden pipeline leak of methyl isocyanate at a plant in Hillview Township, Darwin, triggering a hazmat response and evacuation of 21016 people from a 6.9 km buffer zone.",Chemical Leak,High,5.1,54.2,4.5,24.2,301.3,88.4
INC-00550,"A magnitude 5.6 earthquake struck near San Francisco, originating along the Anatolian Fault at a depth of 17 km; tremors were felt across the region and 10 people were injured.",Earthquake,Medium,31.9,69.4,6.7,8.3,108,56.3
INC-00551,"High-velocity winds of 51 km/h accompanying Cyclone Yaas battered Srinagar, toppling electricity poles and disrupting power supply for thousands of residents.",Cyclone,Low,80.2,80.4,40,26.7,51.1,20.5
INC-00552,"A storage tank rupture at a chemical plant in Gandhi Nagar, Chennai, released a cloud of sulfuric acid, prompting evacuation of residents within a 6.9 km radius and affecting 47651 people.",Chemical Leak,High,4.9,73.7,7.5,35.4,352.6,87.5
INC-00553,"Seismic activity along the Anatolian Fault triggered a 8.4 magnitude quake near Chittagong, cracking building walls and damaging infrastructure; reports indicate 1611 injuries so far.",Earthquake,High,8.9,52.1,7.8,10.3,107.9,92.4
INC-00554,"Unstable hillside terrain gave way above Industrial Belt near Miami, sending 1793 cubic meters of earth and boulders down onto a key access road, blocking it for 52 hours.",Landslide,Medium,183.6,86.8,19.6,17.4,42,52.6
INC-00555,"Structural failure caused a four-story residential building to collapse in Industrial Belt, Srinagar; officials say the 9-year-old building lacked recent safety inspections and 110 people are trapped.",Building Collapse,High,30.7,86.8,8.9,26.5,110.8,76.1
INC-00556,"An undersea earthquake triggered tsunami waves up to 11.9 meters that struck the coastline near Patna, prompting the evacuation of 77438 residents from low-lying shore areas.",Tsunami,High,52,81.3,38.3,24.9,59.1,100
INC-00557,"Forest fire crews are battling flames that have consumed 1285 hectares of woodland close to New Extension, Srinagar, amid low humidity and gusty winds; containment stands at 44%.",Wildfire,Medium,2.7,14.3,38.5,38.4,256.1,58.3
INC-00558,"Workers reported a sudden pipeline leak of nitric acid fumes at a plant in Highway Junction, Mumbai, triggering a hazmat response and evacuation of 244 people from a 0.4 km buffer zone.",Chemical Leak,Low,21.3,58.6,12.7,28.3,55.6,16.5
INC-00559,"Workers reported a sudden pipeline leak of sulfuric acid at a plant in Sector 12, Puri, triggering a hazmat response and evacuation of 172 people from a 0.3 km buffer zone.",Chemical Leak,Low,1.9,50,8.6,15.6,88.7,16.7
INC-00560,"Unstable hillside terrain gave way above Industrial Belt near Dehradun, sending 7762 cubic meters of earth and boulders down onto a key access road, blocking it for 7 hours.",Landslide,High,270.8,94.4,22.9,14.1,83.9,86.7
INC-00561,"Rescue teams worked through the night after a multi-level parking structure in Old Town near Nagpur caved in, with around 16 people feared trapped inside the debris.",Building Collapse,Medium,41.6,55,0,19,134.7,43.7
INC-00562,"Coastal warning sirens sounded in Cape Town as tsunami waves reaching 1.2 meters approached the shore, with civil authorities moving 886 people to higher ground.",Tsunami,Low,56.4,80.3,41.9,33.8,59.9,17
INC-00563,"Cyclone Asani intensified rapidly before striking Los Angeles, with wind speeds reaching 165 km/h and storm surges damaging fishing boats and coastal huts.",Cyclone,High,256.6,89,179.9,29.4,28.2,97.3
INC-00564,"A decades-old government office building under heavy load collapsed in Industrial Estate Phase 2 near Itanagar, burying 4 people under concrete debris as rescue crews use cranes and drilling equipment to reach survivors.",Building Collapse,Low,56.2,65.8,15.1,18.6,112.6,17.6
INC-00565,"Structural failure caused a four-story residential building to collapse in Lakeview Estate, Hisar; officials say the 24-year-old building lacked recent safety inspections and 9 people are trapped.",Building Collapse,Medium,3.8,31,0,18.1,110.3,43.4
INC-00566,"A magnitude 4.4 earthquake struck near Puri, originating along the Ring of Fire subduction zone at a depth of 78 km; tremors were felt across the region and 10 people were injured.",Earthquake,Low,39.1,36.6,13.1,19,45.7,17.2
INC-00567,"Rescue operations are underway after a landslide struck Shastri Nagar, Lima, releasing roughly 415 cubic meters of rock and mud onto residential structures below.",Landslide,Medium,246.9,85.1,13.9,21.4,53.7,60.1
INC-00568,"A lightning-sparked wildfire near Hillview Township, Imphal, has grown to 14645 hectares, with crews reporting only 13% containment due to shifting winds and arid conditions.",Wildfire,High,3.5,5.8,63.2,38.9,356.7,91.9
INC-00569,"Residents of Nairobi experienced strong shaking after a 4.4 magnitude earthquake hit the region at a depth of 46 km, with 5 people reported injured and several aftershocks expected.",Earthquake,Low,7.2,67.6,20.9,32.3,54.8,11.9
INC-00570,"Heavy monsoon rains caused the Mississippi river to overflow, flooding Refinery Road in Tokyo with water levels reaching 0.2 meters; around 82 households affected.",Flood,Low,27.7,68.4,11.4,26.7,66.6,26.4
INC-00571,"Slope failure following days of heavy rain caused a landslide near Coimbatore, with 185 cubic meters of debris crashing into East End and cutting off mountain access for 29 hours.",Landslide,Low,102.7,74.6,13.2,23.9,32.7,22.7
INC-00572,"Workers reported a sudden pipeline leak of hydrogen sulfide at a plant in Greenfield Township, Goa, triggering a hazmat response and evacuation of 54 people from a 0.3 km buffer zone.",Chemical Leak,Low,9.3,45.7,11.7,21.6,72.6,18.7
INC-00573,"Part of a decades-old government office building in Sunset District, Cairo, gave way without warning, leaving 263 people trapped and prompting an emergency search-and-rescue operation.",Building Collapse,High,80.8,45.8,5.1,27,143.4,78.9
INC-00574,"Slope failure following days of heavy rain caused a landslide near Aizawl, with 1332 cubic meters of debris crashing into East End and cutting off mountain access for 33 hours.",Landslide,Medium,189.4,80.6,17.1,18.6,56.8,57
INC-00575,"A under-construction apartment block in Foothill Settlement, Visakhapatnam, collapsed suddenly, trapping an estimated 143 people under the rubble; the 7-year-old structure had reportedly shown cracks in recent weeks.",Building Collapse,High,66.2,45.9,9.2,22.4,101.5,78.7
INC-00576,"A storage tank rupture at a chemical plant in Port Area, Jakarta, released a cloud of ammonia, prompting evacuation of residents within a 0.5 km radius and affecting 281 people.",Chemical Leak,Low,26.3,59.1,8,27.5,77.1,18.3
INC-00577,"A four-story residential building in Mining Belt, Chennai, collapsed suddenly, trapping an estimated 7 people under the rubble; the 42-year-old structure had reportedly shown cracks in recent weeks.",Building Collapse,Medium,76.4,72.8,25.8,28.2,15.8,53.6
INC-00578,"Structural failure caused a decades-old government office building to collapse in North Ridge, Santiago; officials say the 22-year-old building lacked recent safety inspections and 5 people are trapped.",Building Collapse,Low,4.4,33.7,0,26.7,104,12.7
INC-00579,"Forest fire crews are battling flames that have consumed 6278 hectares of woodland close to Model Town, Santiago, amid low humidity and gusty winds; containment stands at 4%.",Wildfire,High,1.4,11.6,46.6,41.4,400.1,96.2
INC-00580,"A four-story residential building under heavy load collapsed in Harbor Front near Wellington, burying 84 people under concrete debris as rescue crews use cranes and drilling equipment to reach survivors.",Building Collapse,High,50.4,63.2,15.7,13.8,109.1,79.6
INC-00581,"An undersea earthquake triggered tsunami waves up to 3.6 meters that struck the coastline near Surat, prompting the evacuation of 9247 residents from low-lying shore areas.",Tsunami,Medium,49.4,71.5,35.3,33.8,46.1,54.3
INC-00582,"High-velocity winds of 97 km/h accompanying Cyclone Nisarga battered Bhubaneswar, toppling electricity poles and disrupting power supply for thousands of residents.",Cyclone,Medium,146,81,121.3,27.9,45.1,67.6
INC-00583,"The national disaster agency confirmed tsunami waves of 9.6 meters hit the Patna coast, sweeping through harbor settlements and forcing 76931 people into emergency shelters.",Tsunami,High,18.1,90.5,36,27,86.3,96.8
INC-00584,"High-velocity winds of 217 km/h accompanying Cyclone Mocha battered Manila, toppling electricity poles and disrupting power supply for thousands of residents.",Cyclone,High,269.8,92.7,204.4,24.2,25.3,99.4
INC-00585,"A magnitude 5.5 earthquake struck near Imphal, originating along the Anatolian Fault at a depth of 57 km; tremors were felt across the region and 11 people were injured.",Earthquake,Medium,16.8,40,24.5,36.6,30.7,55.2
INC-00586,"Slope failure following days of heavy rain caused a landslide near Imphal, with 971 cubic meters of debris crashing into Riverside Colony and cutting off mountain access for 8 hours.",Landslide,Medium,198.9,80.9,17,14.8,77.8,62
INC-00587,"Forest fire crews are battling flames that have consumed 7990 hectares of woodland close to Harbor Front, Mexico City, amid low humidity and gusty winds; containment stands at 20%.",Wildfire,High,3.5,9.5,56.9,41.8,410,94.8
INC-00588,"Strong winds and tinder-dry conditions allowed a brush fire near Hanoi to spread rapidly across 17270 hectares, with containment efforts currently at 20%.",Wildfire,High,1.9,15.3,45.6,40.7,368.8,87
INC-00589,"A massive landslide loosened by saturated soil swept through MG Road area in the hills near Istanbul, burying a stretch of road under 81 cubic meters of mud and rock.",Landslide,Low,70.1,74,9.2,19.2,68.7,18.9
INC-00590,"Seismic activity along the Himalayan Frontal Thrust triggered a 7.6 magnitude quake near Manila, cracking building walls and damaging infrastructure; reports indicate 464 injuries so far.",Earthquake,High,7.6,43.4,10.1,32.7,87.6,93
INC-00591,"Residents of Christchurch experienced strong shaking after a 6.8 magnitude earthquake hit the region at a depth of 6 km, with 1855 people reported injured and several aftershocks expected.",Earthquake,High,18,42.1,7.2,23.1,103.9,93
INC-00592,"Coastal warning sirens sounded in Jakarta as tsunami waves reaching 0.5 meters approached the shore, with civil authorities moving 1870 people to higher ground.",Tsunami,Low,12.4,79.4,34.8,32.9,10,11.9
INC-00593,"The national disaster agency confirmed tsunami waves of 0.5 meters hit the Houston coast, sweeping through harbor settlements and forcing 1925 people into emergency shelters.",Tsunami,Low,8.8,83.3,28,24.6,73.8,11.8
INC-00594,"A four-story residential building under heavy load collapsed in Old Town near Dehradun, burying 31 people under concrete debris as rescue crews use cranes and drilling equipment to reach survivors.",Building Collapse,Medium,71.5,33.7,29.3,32.2,93.5,48.2
INC-00595,"Rescue operations are underway after a landslide struck New Extension, Guwahati, releasing roughly 89 cubic meters of rock and mud onto residential structures below.",Landslide,Low,69,74,3,17,38.6,17.5
INC-00596,"Structural failure caused a decades-old government office building to collapse in Railway Colony, Surat; officials say the 34-year-old building lacked recent safety inspections and 28 people are trapped.",Building Collapse,Medium,0,47.7,36.9,34.3,144.7,48
INC-00597,"Thick smoke blanketed Istanbul as a wildfire burned through 1380 hectares of dry grassland near Industrial Belt, prompting evacuation advisories for nearby residents.",Wildfire,Medium,4.1,24.6,42.7,39.3,275.1,60.3
INC-00598,"Heavy monsoon rains caused the Chao Phraya river to overflow, flooding Refinery Road in Kathmandu with water levels reaching 0.8 meters; around 793 households affected.",Flood,Medium,159.9,80.4,23.2,27.5,50.2,55.9
INC-00599,"Buildings swayed and power lines snapped as a 7.6 magnitude earthquake rattled Ho Chi Minh City, linked to movement along the Anatolian Fault; local hospitals have admitted 1657 patients.",Earthquake,High,8.9,61.6,16.5,12.8,96.6,100
INC-00600,"Flash floods triggered by a sudden cloudburst inundated Greenfield Township near Bhubaneswar, sweeping away vehicles and leaving roads under 1.2 m of water; rescue teams evacuated 263 residents.",Flood,Medium,173.7,86.7,18.8,24.6,43.5,61.7
INC-00601,"Flash floods triggered by a sudden cloudburst inundated Sunset District near Wellington, sweeping away vehicles and leaving roads under 0.9 m of water; rescue teams evacuated 771 residents.",Flood,Medium,170.8,80.7,23.4,22.4,37,60.1
INC-00602,"A tsunami generated by offshore seismic activity sent waves of 9.8 meters crashing into the Patna coastline, damaging fishing harbors and displacing 112764 residents.",Tsunami,High,12.6,92.4,14.7,21.8,36.5,94
INC-00603,"A four-story residential building in Market Square, San Francisco, collapsed suddenly, trapping an estimated 30 people under the rubble; the 56-year-old structure had reportedly shown cracks in recent weeks.",Building Collapse,Medium,86.5,60.3,25.3,20,118.7,39.6
INC-00604,"High-velocity winds of 153 km/h accompanying Cyclone Biparjoy battered Lima, toppling electricity poles and disrupting power supply for thousands of residents.",Cyclone,High,248.6,89.1,198,24.6,32.5,93.8
INC-00605,"Coastal communities near Itanagar braced for Cyclone Amphan, which brought gusts up to 67 km/h and forced mass evacuations along the shoreline.",Cyclone,Low,29.5,78.8,55.5,26.3,55.7,22.5
INC-00606,"Urban drainage failure during a heavy downpour led to waterlogging of 0.7 m in Fishing Harbor, Guwahati, disrupting traffic and affecting roughly 386 residents.",Flood,Medium,150.9,83.2,7.4,23.9,54.9,52.2
INC-00607,"Coastal communities near Hanoi braced for Cyclone Yaas, which brought gusts up to 185 km/h and forced mass evacuations along the shoreline.",Cyclone,High,264.3,91.2,195.5,24.7,28.9,97
INC-00608,"The national disaster agency confirmed tsunami waves of 0.8 meters hit the Lagos coast, sweeping through harbor settlements and forcing 893 people into emergency shelters.",Tsunami,Low,14.2,86.3,17.9,21.3,10,14.5
INC-00609,"Structural failure caused a bridge overpass to collapse in Sector 12, Los Angeles; officials say the 48-year-old building lacked recent safety inspections and 1 people are trapped.",Building Collapse,Low,83.6,57.9,33.2,28.6,110.1,19.5
INC-00610,"Emergency responders rushed to Hillview Township, Mexico City, after a ammonia leak from an industrial unit spread toxic fumes, leading to the evacuation of 406 people within 0.5 km.",Chemical Leak,Low,4.8,60.2,14.2,27.5,91.7,22.3
INC-00611,"The national disaster agency confirmed tsunami waves of 2.7 meters hit the Bhubaneswar coast, sweeping through harbor settlements and forcing 2579 people into emergency shelters.",Tsunami,Medium,40.2,87.2,18.1,19.2,38.5,61
INC-00612,"Cyclone Gulab made landfall near Nagpur with sustained wind speeds of 66 km/h, uprooting trees and snapping power lines across the coastal belt within 20 hours of warning.",Cyclone,Low,67,75.1,40.3,28.3,47.2,24.2
INC-00613,"The Mississippi river breached its banks after days of incessant rain, flooding Pine Valley in Nairobi and cutting off access roads; local authorities report 1447 people affected.",Flood,High,276.7,93.8,29.6,19.7,49.3,94
INC-00614,"High-velocity winds of 150 km/h accompanying Cyclone Gulab battered Port Blair, toppling electricity poles and disrupting power supply for thousands of residents.",Cyclone,High,270.6,92.2,206.1,22.9,23.4,91.3
INC-00615,"Buildings swayed and power lines snapped as a 7.4 magnitude earthquake rattled Hanoi, linked to movement along the Anatolian Fault; local hospitals have admitted 2524 patients.",Earthquake,High,35,46.1,7.5,8.7,59.8,98.1
INC-00616,"Strong winds and tinder-dry conditions allowed a brush fire near Miami to spread rapidly across 76 hectares, with containment efforts currently at 94%.",Wildfire,Low,3.5,30.7,17.5,35.3,145.9,28.6
INC-00617,"A massive landslide loosened by saturated soil swept through Riverside Colony in the hills near Patna, burying a stretch of road under 1106 cubic meters of mud and rock.",Landslide,Medium,179.8,90.2,9.3,21.2,17.3,55.7
INC-00618,"A massive landslide loosened by saturated soil swept through Harbor Front in the hills near Puri, burying a stretch of road under 129 cubic meters of mud and rock.",Landslide,Low,118,74.3,14.3,21.3,25,21.4
INC-00619,"Forest fire crews are battling flames that have consumed 8445 hectares of woodland close to Pine Valley, Shimla, amid low humidity and gusty winds; containment stands at 13%.",Wildfire,High,2.4,24.7,55.8,41.5,416.9,90.8
INC-00620,"An earthquake measuring 4.6 on the Richter scale jolted Istanbul early this morning, with the epicenter traced to the Ring of Fire subduction zone; emergency services are treating 1 injured persons.",Earthquake,Low,28,25.8,7,27.6,123.3,17.5
INC-00621,"A massive landslide loosened by saturated soil swept through Old Town in the hills near Dhaka, burying a stretch of road under 5111 cubic meters of mud and rock.",Landslide,High,292.3,85.9,21.8,17.4,33.5,90.5
INC-00622,"Heavy monsoon rains caused the Ganga river to overflow, flooding Gandhi Nagar in Guwahati with water levels reaching 3.2 meters; around 4898 households affected.",Flood,High,273.4,98.1,34.4,24.5,45.6,94.7
INC-00623,"A storage tank rupture at a chemical plant in Mining Belt, Ho Chi Minh City, released a cloud of LPG, prompting evacuation of residents within a 6.6 km radius and affecting 37014 people.",Chemical Leak,High,32.4,37.2,6.9,20.8,352.2,81.9
INC-00624,"Slope failure following days of heavy rain caused a landslide near Mumbai, with 1123 cubic meters of debris crashing into Slum Cluster near the canal and cutting off mountain access for 41 hours.",Landslide,Medium,183.4,82.8,14.5,19.8,64.4,57.4
INC-00625,"Continuous rainfall over the past two days has submerged low-lying parts of Fishing Harbor, Goa, with waterlogging up to 0.9 m and 698 families displaced to relief camps.",Flood,Medium,156.9,91,10.8,24.4,58.9,57.3
INC-00626,"Workers reported a sudden pipeline leak of phosgene at a plant in Model Town, Surat, triggering a hazmat response and evacuation of 33087 people from a 7.4 km buffer zone.",Chemical Leak,High,20.2,41.6,9.6,21.7,359.8,81.8
INC-00627,"Cyclone Nisarga made landfall near Port Blair with sustained wind speeds of 181 km/h, uprooting trees and snapping power lines across the coastal belt within 16 hours of warning.",Cyclone,High,239,92.8,174.4,25.3,39.4,90.2
INC-00628,"Cyclone Asani made landfall near Ho Chi Minh City with sustained wind speeds of 56 km/h, uprooting trees and snapping power lines across the coastal belt within 14 hours of warning.",Cyclone,Low,80.8,75.1,47.2,25.6,55.4,24.2
INC-00629,"Slope failure following days of heavy rain caused a landslide near Santiago, with 11918 cubic meters of debris crashing into Mining Belt and cutting off mountain access for 3 hours.",Landslide,High,296.8,92.5,28.5,15.3,31.2,92.2
INC-00630,"Strong winds and tinder-dry conditions allowed a brush fire near Christchurch to spread rapidly across 31 hectares, with containment efforts currently at 60%.",Wildfire,Low,3.6,23.8,17.3,34.5,157.7,22.3
INC-00631,"Residents of Thiruvananthapuram experienced strong shaking after a 6.2 magnitude earthquake hit the region at a depth of 26 km, with 42 people reported injured and several aftershocks expected.",Earthquake,Medium,31.3,39.3,17.2,34.4,39.1,56
INC-00632,"Seismic activity along the Himalayan Frontal Thrust triggered a 7.6 magnitude quake near Visakhapatnam, cracking building walls and damaging infrastructure; reports indicate 1721 injuries so far.",Earthquake,High,15.1,60.7,12.8,35.3,105.6,92.6
INC-00633,"The national disaster agency confirmed tsunami waves of 0.7 meters hit the Visakhapatnam coast, sweeping through harbor settlements and forcing 1775 people into emergency shelters.",Tsunami,Low,37.6,78.7,11.1,24.8,42,18.2
INC-00634,"High-velocity winds of 87 km/h accompanying Cyclone Nisarga battered Itanagar, toppling electricity poles and disrupting power supply for thousands of residents.",Cyclone,Medium,206.2,88.4,117.7,27.7,32.6,64.7
INC-00635,"A under-construction apartment block in Fishing Harbor, Port Blair, collapsed suddenly, trapping an estimated 22 people under the rubble; the 21-year-old structure had reportedly shown cracks in recent weeks.",Building Collapse,Medium,77.1,60.3,27.7,28.7,78.1,58.6
INC-00636,"Part of a decades-old government office building in Pine Valley, Hisar, gave way without warning, leaving 29 people trapped and prompting an emergency search-and-rescue operation.",Building Collapse,Medium,73.2,79.1,15.9,37,156.2,46.8
INC-00637,"Cyclone Remal made landfall near Miami with sustained wind speeds of 173 km/h, uprooting trees and snapping power lines across the coastal belt within 21 hours of warning.",Cyclone,High,263.7,89.3,198.1,21,23.1,97.6
INC-00638,"Thick smoke blanketed Thiruvananthapuram as a wildfire burned through 735 hectares of dry grassland near Market Square, prompting evacuation advisories for nearby residents.",Wildfire,Medium,4,15.1,41.2,38.6,310.1,54.7
INC-00639,"Strong winds and tinder-dry conditions allowed a brush fire near Kolkata to spread rapidly across 5090 hectares, with containment efforts currently at 17%.",Wildfire,High,2.1,16.1,61.4,44.7,414.2,94.8
INC-00640,"Residents of Port Blair experienced strong shaking after a 6.2 magnitude earthquake hit the region at a depth of 66 km, with 91 people reported injured and several aftershocks expected.",Earthquake,Medium,30.5,63.6,19.7,20.9,97,52.1
INC-00641,"Continuous rainfall over the past two days has submerged low-lying parts of Slum Cluster near the canal, Tokyo, with waterlogging up to 1.3 m and 653 families displaced to relief camps.",Flood,Medium,128.6,69.3,22.2,26.3,28.9,51
INC-00642,"Strong winds and tinder-dry conditions allowed a brush fire near Osaka to spread rapidly across 64 hectares, with containment efforts currently at 100%.",Wildfire,Low,3.8,42.2,30.5,30.4,119.6,20.6
INC-00643,"Emergency responders rushed to Pine Valley, Dehradun, after a ammonia leak from an industrial unit spread toxic fumes, leading to the evacuation of 428 people within 0.2 km.",Chemical Leak,Low,34.8,47.9,13.9,25.1,110.3,23.5
INC-00644,"Unstable hillside terrain gave way above Industrial Estate Phase 2 near Naples, sending 297 cubic meters of earth and boulders down onto a key access road, blocking it for 70 hours.",Landslide,Low,52.5,77.2,12.9,19.1,24.4,19.7
INC-00645,"Heavy monsoon rains caused the Nile river to overflow, flooding Civil Lines in Tokyo with water levels reaching 2.8 meters; around 1850 households affected.",Flood,High,277,87.1,37.3,23,39,92.1
INC-00646,"An undersea earthquake triggered tsunami waves up to 11.4 meters that struck the coastline near Patna, prompting the evacuation of 115371 residents from low-lying shore areas.",Tsunami,High,25.5,92.6,25.1,26.3,33.3,99
INC-00647,"A pressure valve failure at a chemical storage facility in Central District released benzene into the air over Wellington, with authorities evacuating 1840 residents as a precaution.",Chemical Leak,Medium,26.4,59.3,8.1,22.7,170.5,48.3
INC-00648,"Cyclone Biparjoy intensified rapidly before striking Naples, with wind speeds reaching 107 km/h and storm surges damaging fishing boats and coastal huts.",Cyclone,Medium,208.4,80.9,138.7,22.6,24.4,55.8
INC-00649,"Slope failure following days of heavy rain caused a landslide near Mumbai, with 241 cubic meters of debris crashing into Market Square and cutting off mountain access for 72 hours.",Landslide,Low,52.6,78,6.8,25.1,62.6,19.1
INC-00650,"A massive landslide loosened by saturated soil swept through Harbor Front in the hills near Santiago, burying a stretch of road under 4580 cubic meters of mud and rock.",Landslide,High,262.9,97.5,24.8,17.8,79.7,92
INC-00651,"Urban drainage failure during a heavy downpour led to waterlogging of 0.5 m in Sector 12, Christchurch, disrupting traffic and affecting roughly 143 residents.",Flood,Low,34.8,76.4,12.8,25.4,67,18.9
INC-00652,"An industrial accident at a factory in Central District near Manila caused a leak of chlorine gas, forcing emergency teams to evacuate 70 residents within 0.9 km of the site.",Chemical Leak,Low,8.9,34.7,10.6,41.3,98.8,15.8
INC-00653,"Buildings swayed and power lines snapped as a 6.6 magnitude earthquake rattled Manila, linked to movement along the Sumatra Fault; local hospitals have admitted 2829 patients.",Earthquake,High,20.8,46.1,18.4,27.5,97.3,97.4
INC-00654,"Buildings swayed and power lines snapped as a 6.0 magnitude earthquake rattled Coimbatore, linked to movement along the San Andreas Fault; local hospitals have admitted 88 patients.",Earthquake,Medium,12,44,20.2,14.9,143.7,51
INC-00655,"Rescue teams worked through the night after a factory shed in Lakeview Estate near Cairo caved in, with around 2 people feared trapped inside the debris.",Building Collapse,Low,115.8,47.4,20.1,29.8,102.6,18.9
INC-00656,"Structural failure caused a high-rise residential tower to collapse in Civil Lines, Thiruvananthapuram; officials say the 3-year-old building lacked recent safety inspections and 13 people are trapped.",Building Collapse,Medium,50.4,67.1,28.2,37.5,97.1,44
INC-00657,"The Cauvery river breached its banks after days of incessant rain, flooding Highway Junction in Christchurch and cutting off access roads; local authorities report 80 people affected.",Flood,Low,50.6,67.3,10.2,25.4,61.3,12.1
INC-00658,"A storage tank rupture at a chemical plant in Fishing Harbor, Darwin, released a cloud of benzene, prompting evacuation of residents within a 0.2 km radius and affecting 382 people.",Chemical Leak,Low,23.8,55.4,9.5,28.6,66.6,25.8
INC-00659,"Fishermen and coastal residents near Thiruvananthapuram fled inland after tsunami waves of 8.8 meters were recorded approaching the shoreline, with 21882 people evacuated as a precaution.",Tsunami,High,32.3,91.7,33.1,23.5,41.6,95.5
INC-00660,"Flash floods triggered by a sudden cloudburst inundated Market Square near Guwahati, sweeping away vehicles and leaving roads under 2.4 m of water; rescue teams evacuated 1029 residents.",Flood,High,243.7,98,36.8,22.1,38.7,82.7
INC-00661,"Continuous rainfall over the past two days has submerged low-lying parts of Riverside Colony, Osaka, with waterlogging up to 0.7 m and 640 families displaced to relief camps.",Flood,Medium,159.6,81.9,16,25.4,71.3,61.4
INC-00662,"Forest fire crews are battling flames that have consumed 87 hectares of woodland close to Riverside Colony, Houston, amid low humidity and gusty winds; containment stands at 96%.",Wildfire,Low,3.6,31.8,12.6,33.1,93,20.5
INC-00663,"Residents of Imphal experienced strong shaking after a 3.8 magnitude earthquake hit the region at a depth of 7 km, with 6 people reported injured and several aftershocks expected.",Earthquake,Low,20.1,53.6,13.6,32,65.4,18.5
INC-00664,"Seismic activity along the Anatolian Fault triggered a 5.7 magnitude quake near Srinagar, cracking building walls and damaging infrastructure; reports indicate 118 injuries so far.",Earthquake,Medium,35.8,60.2,4.2,16.4,66.5,54.2
INC-00665,"A lightning-sparked wildfire near North Ridge, Los Angeles, has grown to 42 hectares, with crews reporting only 98% containment due to shifting winds and arid conditions.",Wildfire,Low,2.8,26.9,15,32.8,121,20.1
INC-00666,"The Mississippi river breached its banks after days of incessant rain, flooding North Ridge in Darwin and cutting off access roads; local authorities report 571 people affected.",Flood,Medium,135.8,78.8,16.4,22.2,52.1,50.2
INC-00667,"Coastal warning sirens sounded in Port Blair as tsunami waves reaching 1.0 meters approached the shore, with civil authorities moving 964 people to higher ground.",Tsunami,Low,32.6,84.8,23.5,24.6,53.3,19.9
INC-00668,"An earthquake measuring 6.2 on the Richter scale jolted Nairobi early this morning, with the epicenter traced to the Himalayan Frontal Thrust; emergency services are treating 2728 injured persons.",Earthquake,High,31.9,64.2,2.5,28.4,117.8,96
INC-00669,"Urban drainage failure during a heavy downpour led to waterlogging of 2.5 m in Central District, Jakarta, disrupting traffic and affecting roughly 4070 residents.",Flood,High,252.6,95.2,35.6,23.6,41.6,92
INC-00670,"A wildfire fueled by dry vegetation and high temperatures has scorched 100 hectares of forest near Greenfield Township, Santiago; firefighters report the blaze is 64% contained.",Wildfire,Low,2,27.1,25.6,32.9,158.1,16.9
INC-00671,"Emergency responders rushed to Model Town, Surat, after a nitric acid fumes leak from an industrial unit spread toxic fumes, leading to the evacuation of 29659 people within 7.0 km.",Chemical Leak,High,5.5,71.1,4.5,23.2,374.9,86.4
INC-00672,"Workers reported a sudden pipeline leak of methyl isocyanate at a plant in Old Town, Mumbai, triggering a hazmat response and evacuation of 337 people from a 0.5 km buffer zone.",Chemical Leak,Low,19.3,67.5,9.9,25.1,101.5,15.3
INC-00673,"Emergency responders rushed to Hillview Township, Kolkata, after a ammonia leak from an industrial unit spread toxic fumes, leading to the evacuation of 6713 people within 5.0 km.",Chemical Leak,High,0,45.1,6.7,17.9,313.5,87.6
INC-00674,"A lightning-sparked wildfire near Pine Valley, Istanbul, has grown to 109 hectares, with crews reporting only 40% containment due to shifting winds and arid conditions.",Wildfire,Medium,1.8,25,41.6,37.3,338.3,64.4
INC-00675,"A factory shed under heavy load collapsed in Foothill Settlement near Istanbul, burying 188 people under concrete debris as rescue crews use cranes and drilling equipment to reach survivors.",Building Collapse,High,38.3,77.3,7.2,17.6,99.8,76.3
INC-00676,"Rescue teams worked through the night after a factory shed in Harbor Front near Kolkata caved in, with around 5 people feared trapped inside the debris.",Building Collapse,Low,72.8,62.1,0,21.3,85.6,22
INC-00677,"Residents of Visakhapatnam experienced strong shaking after a 5.0 magnitude earthquake hit the region at a depth of 80 km, with 99 people reported injured and several aftershocks expected.",Earthquake,Medium,38.7,79.6,7.5,12,78.8,56.8
INC-00678,"Continuous rainfall triggered a landslide on the hill slopes above Greenfield Township near Guwahati, dumping an estimated 215 cubic meters of debris and blocking the highway for 46 hours.",Landslide,Low,15,74.2,6.5,21.6,47.2,16.8
INC-00679,"Cyclone Remal intensified rapidly before striking Brisbane, with wind speeds reaching 177 km/h and storm surges damaging fishing boats and coastal huts.",Cyclone,High,272.8,93.8,195.4,27.5,23.4,100
INC-00680,"Authorities issued a red alert as Cyclone Amphan approached Aizawl, packing wind speeds of 139 km/h and heavy rain bands that flooded low-lying coastal areas.",Cyclone,High,279.1,95.1,217.5,29.1,35.5,100
INC-00681,"Buildings swayed and power lines snapped as a 5.7 magnitude earthquake rattled Jakarta, linked to movement along the Ring of Fire subduction zone; local hospitals have admitted 45 patients.",Earthquake,Medium,15.4,33.5,5.9,34.7,136.7,55.9
